episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
100,1.0,-4.022701830301647,-0.15452608650698652,-94.92768838189056,-7.988830048211337,1.0,[-7.988830048211337 1.0],0.0,False,True,0.6065245835658177,1,23.090893150458665,317.903,prepare,0.0
100,2.0,-4.022849314726582,-0.15437182324584753,-95.00122775598592,12.332118872190748,2.7702555148263954,[12.332118872190748 2.7702555148263954],10.0,False,True,0.6058182518481023,1,23.090893150458665,317.971,in_progress,0.0
100,3.0,-4.023044294536971,-0.1640509569831265,-94.97015514788994,30.0,1.731752857352732,[30.0 1.731752857352732],10.0,False,True,0.6476030983654344,1,23.090893150458665,318.032,in_progress,0.0
100,4.0,-4.015661238858227,-0.1871630245838183,-92.64802109731953,30.0,2.667281671003849,[30.0 2.667281671003849],10.0,False,True,0.7494823367296454,1,23.090893150458665,318.09,in_progress,0.0
100,5.0,-4.001549470279832,-0.2174596152349086,-88.93021977071245,30.0,1.0,[30.0 1.0],10.0,False,True,0.884220091327816,2,23.090893150458665,318.15,in_progress,0.0
100,6.0,-3.9690241096926577,-0.2672198884440296,-81.70852827142569,-4.259123658997108,1.0,[-4.259123658997108 1.0],10.0,False,True,1.108024804601026,2,23.090893150458665,318.241,in_progress,0.0
100,7.0,-3.9401228100499033,-0.31860900843733564,-76.9017178248077,-2.8128922951525013,1.747574827250713,[-2.8128922951525013 1.747574827250713],10.0,False,True,1.3378983661269028,2,23.090893150458665,318.306,in_progress,0.0
100,8.0,-3.9251182760255965,-0.3739654302516665,-76.43621943990412,0.08856688486228137,2.756826497117156,[0.08856688486228137 2.756826497117156],10.0,False,True,1.5811941993963856,3,23.090893150458665,318.372,in_progress,0.0
100,9.0,-3.907485217572373,-0.4550265968343385,-76.89064793259156,15.289802898715955,1.0,[15.289802898715955 1.0],10.0,False,True,1.9730761300552968,3,23.090893150458665,318.439,in_progress,0.0
100,10.0,-3.885377462048682,-0.5281935624389782,-75.85964392995376,-13.19308530797677,2.2792385317631654,[-13.19308530797677 2.2792385317631654],10.0,False,True,2.3007836543166156,3,23.090893150458665,318.504,in_progress,0.0
100,11.0,-3.863073954867921,-0.6133567544803362,-75.79275199817657,-30.0,1.0,[-30.0 1.0],5.0,False,True,2.6799728883338725,4,23.090893150458665,318.567,in_progress,0.0
100,12.0,-3.8508566013913437,-0.7030135442245469,-77.85032941529803,-20.519169030478206,2.5439037528047646,[-20.519169030478206 2.5439037528047646],5.0,False,True,3.071785336431398,4,23.090893150458665,318.634,in_progress,0.0
100,13.0,-3.845313835605903,-0.7888861491069419,-80.70637406601831,-30.0,2.3615940259360286,[-30.0 2.3615940259360286],10.0,False,True,3.480372188516026,4,23.090893150458665,318.686,in_progress,0.0
100,14.0,-3.8572963875078545,-0.8888394064709916,-86.8134579592831,5.699737893077149,1.7809124262805531,[5.699737893077149 1.7809124262805531],10.0,False,True,3.889009307518464,5,23.090893150458665,318.764,in_progress,0.0
100,15.0,-3.8749433221610183,-0.9949458614906223,-92.51802609450381,-4.383127045461158,1.0,[-4.383127045461158 1.0],10.0,False,True,4.317800089767057,5,23.090893150458665,318.823,in_progress,0.0
100,16.0,-3.8939491745573096,-1.1090920298670013,-95.85411417807441,30.0,3.0,[30.0 3.0],10.0,False,True,4.767769812105971,5,23.090893150458665,318.9,in_progress,0.0
100,17.0,-3.9099548784898652,-1.1982132492381374,-97.22320959261118,-24.24876254196003,1.0,[-24.24876254196003 1.0],10.0,False,True,5.109244162176527,5,23.090893150458665,318.968,in_progress,0.0
100,18.0,-3.9188685683321656,-1.2986925328033787,-96.38970010748822,-11.042814275014639,1.0,[-11.042814275014639 1.0],5.0,False,True,5.507286210282634,6,23.090893150458665,319.015,in_progress,0.0
100,19.0,-3.941525750081334,-1.4019988075714052,-98.85414690033399,30.0,2.867393256802611,[30.0 2.867393256802611],5.0,False,True,5.82956751857758,6,23.090893150458665,319.093,in_progress,0.0
100,20.0,-3.9587518267927457,-1.4790253847480084,-99.78598107613573,19.552506110687645,1.0,[19.552506110687645 1.0],5.0,False,True,6.027885486964743,6,23.090893150458665,319.167,in_progress,0.0
100,21.0,-3.9609550547722443,-1.5637686736338523,-97.17353235112957,30.0,3.0,[30.0 3.0],1.0,False,True,6.344440455503049,6,23.090893150458665,319.229,in_progress,0.0
100,22.0,-3.952033671221956,-1.6629449213341208,-92.3740875679118,30.0,2.8996531833110137,[30.0 2.8996531833110137],1.0,False,True,6.739007885715842,7,23.090893150458665,319.301,in_progress,0.0
100,23.0,-3.927903423504249,-1.760353815067138,-86.2768682809333,-9.591014829765609,1.1770034106671763,[-9.591014829765609 1.1770034106671763],1.0,False,True,7.144937081120357,7,23.090893150458665,319.362,in_progress,0.0
100,24.0,-3.899313685183108,-1.8563095799374005,-80.17267739770502,23.684645728506247,3.0,[23.684645728506247 3.0],1.0,False,True,7.189549464120526,7,23.090893150458665,319.429,in_progress,0.0
100,25.0,-3.8671628686771142,-1.9617785556158103,-76.9310346623049,30.0,1.825035377121304,[30.0 1.825035377121304],1.0,False,True,7.617574279103989,7,23.090893150458665,319.497,in_progress,0.0
100,26.0,-3.8170312727205373,-2.067343436025041,-71.66526571964766,24.988765063691325,2.591771947324137,[24.988765063691325 2.591771947324137],1.0,False,True,8.099273816495158,8,23.090893150458665,319.566,in_progress,0.0
100,27.0,-3.7487456928079066,-2.1722693083100335,-64.98723901266848,2.685101153053907,2.5465502239710154,[2.685101153053907 2.5465502239710154],1.0,False,False,8.456213137799015,8,23.090893150458665,319.624,in_progress,0.0
100,28.0,-3.6700006458353345,-2.283313362224523,-59.883310322997794,-3.015611430375923,1.0,[-3.015611430375923 1.0],0.001,False,False,8.456213137799015,8,23.090893150458665,319.698,in_progress,0.0
100,29.0,-3.6076995109596433,-2.3899500733075625,-59.60349690397327,-26.37444431304075,3.0,[-26.37444431304075 3.0],0.001,False,False,8.828203500630337,8,23.090893150458665,319.774,in_progress,0.0
100,30.0,-3.55185174375156,-2.501843126706538,-61.64311904582185,15.713344487844473,3.0,[15.713344487844473 3.0],0.001,False,False,9.254429084880085,9,23.090893150458665,319.83,in_progress,0.0
100,31.0,-3.494847076365781,-2.6214062744489,-62.978910243142636,14.135828994141505,1.667993018048612,[14.135828994141505 1.667993018048612],0.001,True,False,9.699419518011858,9,23.090893150458665,319.888,off_track,0.0
101,1.0,-3.8023496798474525,-1.2823367755221573,-70.68509896032758,30.0,1.6203081849213814,[30.0 1.6203081849213814],0.0,False,True,0.6069137926243439,6,23.090893150458665,320.032,prepare,0.0
101,2.0,-3.8025510667745235,-1.2822569356134106,-70.73460675668244,29.43812360500926,3.0,[29.43812360500926 3.0],10.0,False,True,0.6062996311479586,6,23.090893150458665,320.092,in_progress,0.0
101,3.0,-3.8016380543322903,-1.2901027488350592,-71.28002432821874,11.856611280922408,3.0,[11.856611280922408 3.0],10.0,False,True,0.6396794319278025,6,23.090893150458665,320.176,in_progress,0.0
101,4.0,-3.7925093080161276,-1.3092161579822363,-70.73337671114446,-15.01463612387484,2.858379723310451,[-15.01463612387484 2.858379723310451],10.0,False,True,0.7308627548609934,6,23.090893150458665,320.188,in_progress,0.0
101,5.0,-3.7811465984896038,-1.340352290456656,-70.66900653842671,-12.377814366752201,1.999253037127318,[-12.377814366752201 1.999253037127318],10.0,False,True,0.8745071149058176,6,23.090893150458665,320.294,in_progress,0.0
101,6.0,-3.7693950336364805,-1.397819642267573,-72.51324677023759,30.0,3.0,[30.0 3.0],10.0,False,True,1.116931173540963,6,23.090893150458665,320.359,in_progress,0.0
101,7.0,-3.7531954026134233,-1.457878313544283,-72.99248382188112,13.544511430854598,2.8472263170641,[13.544511430854598 2.8472263170641],10.0,False,True,1.3784974157920766,6,23.090893150458665,320.431,in_progress,0.0
101,8.0,-3.7172823921103553,-1.5216338278039285,-69.41781109439982,-30.0,1.745674140834392,[-30.0 1.745674140834392],10.0,False,True,1.6953852560140024,7,23.090893150458665,320.481,in_progress,0.0
101,9.0,-3.6758944898423644,-1.6020086537769795,-67.02912993129073,30.0,3.0,[30.0 3.0],10.0,False,True,2.086732316075167,7,23.090893150458665,320.565,in_progress,0.0
101,10.0,-3.6407052878654156,-1.6805453453539898,-66.24050894521973,30.0,1.828187135820744,[30.0 1.828187135820744],10.0,False,True,2.402911388974384,7,23.090893150458665,320.633,in_progress,0.0
101,11.0,-3.5786921104422666,-1.7641589946918905,-61.29575288654278,19.57366892887108,1.0,[19.57366892887108 1.0],10.0,False,True,2.850656772390034,8,23.090893150458665,320.681,in_progress,0.0
101,12.0,-3.510379145809312,-1.8372989780723463,-55.77423307860752,1.9501677914630022,1.7361059434215944,[1.9501677914630022 1.7361059434215944],10.0,False,True,3.28407356223718,8,23.090893150458665,320.77,in_progress,0.0
101,13.0,-3.448314546994933,-1.899066693738822,-52.19730066581706,-30.0,1.0,[-30.0 1.0],10.0,False,True,3.5405821460436373,8,23.090893150458665,320.836,in_progress,0.0
101,14.0,-3.3860175562146435,-1.9744828762011297,-51.57572661340233,4.560716399349367,2.467276856125603,[4.560716399349367 2.467276856125603],5.0,False,True,3.9243281945784068,8,23.090893150458665,320.903,in_progress,0.0
101,15.0,-3.328159058234192,-2.04469367309124,-51.06717932306929,-30.0,1.8924562849814879,[-30.0 1.8924562849814879],5.0,False,True,4.281044890340219,9,23.090893150458665,320.968,in_progress,0.0
101,16.0,-3.2668795467263934,-2.1202456577405813,-51.16185292210523,30.0,1.202404152477017,[30.0 1.202404152477017],5.0,False,True,4.66106196007212,9,23.090893150458665,321.029,in_progress,0.0
101,17.0,-3.2057248188893452,-2.210598138656547,-53.0564748851126,23.033233908354966,2.498784092819472,[23.033233908354966 2.498784092819472],1.0,False,True,4.764936744791314,9,23.090893150458665,321.055,in_progress,0.0
101,18.0,-3.1366470307151375,-2.2889250085544504,-51.254076188305305,28.0064924713311,1.0,[28.0064924713311 1.0],1.0,False,True,4.977008261624347,9,23.090893150458665,321.164,in_progress,0.0
101,19.0,-3.0587695318691317,-2.355625684415493,-46.915328786665675,-0.7126385870754532,1.0,[-0.7126385870754532 1.0],1.0,False,True,5.336529349692874,9,23.090893150458665,321.235,in_progress,0.0
101,20.0,-2.98854410808261,-2.416015686232205,-44.79024098916319,10.067432419379017,2.2948581408048865,[10.067432419379017 2.2948581408048865],1.0,False,True,5.660809844570204,10,23.090893150458665,321.302,in_progress,0.0
101,21.0,-2.9184866063485546,-2.4792710478370963,-43.71762198900502,27.77263380527411,1.8966741658978876,[27.77263380527411 1.8966741658978876],1.0,False,False,5.985369044445283,10,23.090893150458665,321.367,in_progress,0.0
101,22.0,-2.8243142266361203,-2.5413700093255165,-39.44480062137223,0.40073053289784966,1.3476125743953125,[0.40073053289784966 1.3476125743953125],0.001,False,False,6.07739218224816,10,23.090893150458665,321.426,in_progress,0.0
101,23.0,-2.735539280737701,-2.59093638904493,-35.56081183717749,-30.0,3.0,[-30.0 3.0],0.001,False,False,6.331177350190613,10,23.090893150458665,321.513,in_progress,0.0
101,24.0,-2.6368421890983935,-2.65827009238323,-35.097200469268124,-24.528618555717564,3.0,[-24.528618555717564 3.0],0.001,False,False,6.727707986464288,10,23.090893150458665,321.561,in_progress,0.0
101,25.0,-2.548245848825649,-2.7460141193662557,-39.402712601630014,17.471401927637082,2.442032750547968,[17.471401927637082 2.442032750547968],0.001,True,False,7.07197706411785,11,23.090893150458665,321.632,off_track,0.0
102,1.0,-2.964264150191567,-1.9625010380505727,-4.643768035646695,20.122738856080872,2.473078551612571,[20.122738856080872 2.473078551612571],0.0,False,True,0.6067789040243785,10,23.090893150458665,321.768,prepare,0.0
102,2.0,-2.964297643737859,-1.9624260627652002,-4.622479879331768,3.94685361158529,1.0,[3.94685361158529 1.0],10.0,False,True,0.6066080693925391,10,23.090893150458665,321.834,in_progress,0.0
102,3.0,-2.958553989589883,-1.9633257637899224,-4.772433065675055,-8.795145872092839,2.000457128825939,[-8.795145872092839 2.000457128825939],10.0,False,True,0.6317158094160682,10,23.090893150458665,321.855,in_progress,0.0
102,4.0,-2.939639153566075,-1.967281609796414,-5.410678686974599,19.914418532332554,1.0,[19.914418532332554 1.0],10.0,False,True,0.7147476676645934,10,23.090893150458665,321.959,in_progress,0.0
102,5.0,-2.9039535266399636,-1.962694053535205,-3.5824816669047306,-6.573332459404334,2.1057231254204587,[-6.573332459404334 2.1057231254204587],10.0,False,True,0.8671789014810847,10,23.090893150458665,322.031,in_progress,0.0
102,6.0,-2.860479426285768,-1.9530651323896335,-0.6683043684348133,11.298524540827465,1.5231992390891054,[11.298524540827465 1.5231992390891054],10.0,False,True,1.0514636314047212,10,23.090893150458665,322.091,in_progress,0.0
102,7.0,-2.8060634313337047,-1.9411269345336823,2.200013179779954,20.323658221955718,2.941003271579541,[20.323658221955718 2.941003271579541],10.0,False,True,1.3052577836277321,10,23.090893150458665,322.169,in_progress,0.0
102,8.0,-2.7339944267355416,-1.9137629653858583,7.715255699939345,-30.0,2.103170963011174,[-30.0 2.103170963011174],10.0,False,True,1.6275481925427076,10,23.090893150458665,322.251,in_progress,0.0
102,9.0,-2.644511104569738,-1.8764229711992797,13.166619324338042,-29.224164646253076,1.319118140443466,[-29.224164646253076 1.319118140443466],10.0,False,True,2.02915409731457,11,23.090893150458665,322.3,in_progress,0.0
102,10.0,-2.55310085212681,-1.861675445974758,11.723604091567188,30.0,1.8494623118747486,[30.0 1.8494623118747486],10.0,False,True,2.4511247394263,11,23.090893150458665,322.366,in_progress,0.0
